,G01N,G05B,G06F,G06K,G06N,G06Q,G06T,G10L,H04L,H04N
90,4904.0,1330.0,4636.0,1290.0,312.0,31.0,807.0,163.0,2775.0,-538.0
91,5120.0,1395.0,4868.0,1356.0,333.0,14.0,849.0,169.0,2899.0,-607.0
92,5336.0,1459.0,5100.0,1422.0,354.0,-2.0,891.0,175.0,3023.0,-676.0
93,5552.0,1523.0,5331.0,1488.0,375.0,-19.0,932.0,182.0,3147.0,-745.0
94,5768.0,1588.0,5563.0,1555.0,396.0,-36.0,974.0,188.0,3271.0,-814.0
95,5984.0,1652.0,5794.0,1621.0,416.0,-53.0,1016.0,194.0,3394.0,-883.0
96,6200.0,1716.0,6026.0,1687.0,437.0,-69.0,1058.0,200.0,3518.0,-952.0
97,6416.0,1780.0,6257.0,1753.0,458.0,-86.0,1100.0,207.0,3642.0,-1021.0
98,1874.0,554.0,2027.0,574.0,179.0,-135.0,363.0,55.0,1083.0,-584.0
99,2090.0,618.0,2259.0,640.0,200.0,-152.0,405.0,62.0,1207.0,-654.0
100,2306.0,682.0,2491.0,707.0,221.0,-169.0,447.0,68.0,1331.0,-723.0
101,2522.0,747.0,2722.0,773.0,241.0,-185.0,489.0,74.0,1455.0,-792.0
102,2738.0,811.0,2954.0,839.0,262.0,-202.0,530.0,80.0,1578.0,-861.0
103,2954.0,875.0,3185.0,905.0,283.0,-219.0,572.0,87.0,1702.0,-930.0
104,3170.0,940.0,3417.0,971.0,304.0,-235.0,614.0,93.0,1826.0,-999.0
105,3386.0,1004.0,3649.0,1037.0,324.0,-252.0,656.0,99.0,1950.0,-1068.0
106,3602.0,1068.0,3880.0,1103.0,345.0,-269.0,698.0,106.0,2074.0,-1137.0
107,3818.0,1132.0,4112.0,1169.0,366.0,-285.0,739.0,112.0,2197.0,-1206.0
108,4034.0,1197.0,4343.0,1235.0,387.0,-302.0,781.0,118.0,2321.0,-1275.0
109,4250.0,1261.0,4575.0,1301.0,408.0,-319.0,823.0,125.0,2445.0,-1344.0
110,4466.0,1325.0,4807.0,1367.0,428.0,-335.0,865.0,131.0,2569.0,-1413.0
111,4683.0,1390.0,5038.0,1433.0,449.0,-352.0,906.0,137.0,2692.0,-1483.0
112,1802.0,535.0,1919.0,548.0,170.0,-104.0,343.0,54.0,1032.0,-546.0
113,2018.0,600.0,2151.0,614.0,190.0,-120.0,385.0,60.0,1155.0,-615.0
114,2234.0,664.0,2383.0,680.0,211.0,-137.0,427.0,66.0,1279.0,-684.0
115,2450.0,728.0,2614.0,746.0,232.0,-154.0,469.0,73.0,1403.0,-753.0
116,2666.0,792.0,2846.0,812.0,253.0,-170.0,511.0,79.0,1527.0,-822.0
117,2882.0,857.0,3077.0,878.0,274.0,-187.0,552.0,85.0,1651.0,-891.0
118,3098.0,921.0,3309.0,944.0,294.0,-204.0,594.0,92.0,1774.0,-960.0
119,3314.0,985.0,3541.0,1010.0,315.0,-220.0,636.0,98.0,1898.0,-1030.0
120,3530.0,1050.0,3772.0,1076.0,336.0,-237.0,678.0,104.0,2022.0,-1099.0
121,3746.0,1114.0,4004.0,1142.0,357.0,-254.0,720.0,111.0,2146.0,-1168.0
122,3962.0,1178.0,4235.0,1208.0,378.0,-270.0,761.0,117.0,2269.0,-1237.0
123,4178.0,1243.0,4467.0,1274.0,398.0,-287.0,803.0,123.0,2393.0,-1306.0
124,4394.0,1307.0,4699.0,1340.0,419.0,-304.0,845.0,129.0,2517.0,-1375.0
125,4610.0,1371.0,4930.0,1406.0,440.0,-320.0,887.0,136.0,2641.0,-1444.0
126,12170.0,2215.0,29929.0,4332.0,394.0,19190.0,7023.0,2315.0,8759.0,38278.0
127,12386.0,2279.0,30161.0,4398.0,415.0,19174.0,7065.0,2321.0,8883.0,38208.0
128,12602.0,2344.0,30392.0,4464.0,436.0,19157.0,7107.0,2328.0,9007.0,38139.0
129,12818.0,2408.0,30624.0,4530.0,457.0,19140.0,7149.0,2334.0,9131.0,38070.0
130,13034.0,2472.0,30856.0,4596.0,477.0,19124.0,7191.0,2340.0,9255.0,38001.0
131,13250.0,2537.0,31087.0,4662.0,498.0,19107.0,7232.0,2347.0,9378.0,37932.0
132,13466.0,2601.0,31319.0,4728.0,519.0,19090.0,7274.0,2353.0,9502.0,37863.0
133,13682.0,2665.0,31550.0,4794.0,540.0,19074.0,7316.0,2359.0,9626.0,37794.0
134,13898.0,2729.0,31782.0,4860.0,561.0,19057.0,7358.0,2365.0,9750.0,37725.0
135,14114.0,2794.0,32014.0,4926.0,581.0,19040.0,7400.0,2372.0,9874.0,37656.0
136,14330.0,2858.0,32245.0,4992.0,602.0,19024.0,7441.0,2378.0,9997.0,37587.0
137,14546.0,2922.0,32477.0,5059.0,623.0,19007.0,7483.0,2384.0,10121.0,37518.0
138,14762.0,2987.0,32708.0,5125.0,644.0,18990.0,7525.0,2391.0,10245.0,37448.0
139,14978.0,3051.0,32940.0,5191.0,664.0,18974.0,7567.0,2397.0,10369.0,37379.0
140,1880.0,550.0,2004.0,573.0,177.0,-106.0,359.0,55.0,1067.0,-574.0
141,2096.0,614.0,2236.0,639.0,198.0,-123.0,401.0,61.0,1190.0,-643.0
142,2312.0,678.0,2467.0,705.0,219.0,-140.0,443.0,67.0,1314.0,-712.0
143,2528.0,743.0,2699.0,771.0,239.0,-156.0,484.0,74.0,1438.0,-781.0
144,2744.0,807.0,2931.0,838.0,260.0,-173.0,526.0,80.0,1562.0,-850.0
145,2960.0,871.0,3162.0,904.0,281.0,-190.0,568.0,86.0,1685.0,-919.0
146,3176.0,935.0,3394.0,970.0,302.0,-206.0,610.0,92.0,1809.0,-988.0
147,3392.0,1000.0,3625.0,1036.0,323.0,-223.0,651.0,99.0,1933.0,-1057.0
148,3608.0,1064.0,3857.0,1102.0,343.0,-240.0,693.0,105.0,2057.0,-1126.0
149,3824.0,1128.0,4089.0,1168.0,364.0,-256.0,735.0,111.0,2181.0,-1195.0
150,4040.0,1193.0,4320.0,1234.0,385.0,-273.0,777.0,118.0,2304.0,-1264.0
151,4256.0,1257.0,4552.0,1300.0,406.0,-290.0,819.0,124.0,2428.0,-1334.0
152,4472.0,1321.0,4783.0,1366.0,426.0,-306.0,860.0,130.0,2552.0,-1403.0
153,4688.0,1385.0,5015.0,1432.0,447.0,-323.0,902.0,137.0,2676.0,-1472.0
154,3278.0,615.0,2310.0,614.0,190.0,-26.0,375.0,66.0,1092.0,-449.0
155,3494.0,679.0,2541.0,680.0,211.0,-43.0,417.0,72.0,1216.0,-518.0
156,3710.0,743.0,2773.0,746.0,232.0,-59.0,459.0,78.0,1340.0,-587.0
157,3926.0,808.0,3005.0,812.0,253.0,-76.0,501.0,84.0,1464.0,-656.0
158,4142.0,872.0,3236.0,878.0,274.0,-93.0,542.0,91.0,1587.0,-725.0
159,4358.0,936.0,3468.0,944.0,294.0,-109.0,584.0,97.0,1711.0,-794.0
160,4574.0,1001.0,3699.0,1010.0,315.0,-126.0,626.0,103.0,1835.0,-864.0
161,4790.0,1065.0,3931.0,1076.0,336.0,-143.0,668.0,110.0,1959.0,-933.0
162,5006.0,1129.0,4162.0,1142.0,357.0,-159.0,710.0,116.0,2082.0,-1002.0
163,5222.0,1193.0,4394.0,1208.0,377.0,-176.0,751.0,122.0,2206.0,-1071.0
164,5438.0,1258.0,4626.0,1274.0,398.0,-193.0,793.0,129.0,2330.0,-1140.0
165,5654.0,1322.0,4857.0,1340.0,419.0,-210.0,835.0,135.0,2454.0,-1209.0
166,5870.0,1386.0,5089.0,1407.0,440.0,-226.0,877.0,141.0,2578.0,-1278.0
167,6086.0,1451.0,5320.0,1473.0,461.0,-243.0,919.0,147.0,2701.0,-1347.0
168,4535.0,751.0,11017.0,1852.0,240.0,6000.0,1443.0,453.0,4467.0,4625.0
169,4751.0,815.0,11249.0,1918.0,261.0,5983.0,1484.0,459.0,4591.0,4556.0
170,4967.0,879.0,11480.0,1984.0,282.0,5966.0,1526.0,466.0,4715.0,4487.0
171,5183.0,944.0,11712.0,2050.0,302.0,5950.0,1568.0,472.0,4838.0,4418.0
172,5399.0,1008.0,11944.0,2116.0,323.0,5933.0,1610.0,478.0,4962.0,4349.0
173,5615.0,1072.0,12175.0,2182.0,344.0,5916.0,1651.0,485.0,5086.0,4280.0
174,5831.0,1136.0,12407.0,2249.0,365.0,5900.0,1693.0,491.0,5210.0,4211.0
175,6047.0,1201.0,12638.0,2315.0,386.0,5883.0,1735.0,497.0,5333.0,4142.0
176,6263.0,1265.0,12870.0,2381.0,406.0,5866.0,1777.0,504.0,5457.0,4073.0
177,6479.0,1329.0,13102.0,2447.0,427.0,5850.0,1819.0,510.0,5581.0,4004.0
178,6695.0,1394.0,13333.0,2513.0,448.0,5833.0,1860.0,516.0,5705.0,3934.0
179,6911.0,1458.0,13565.0,2579.0,469.0,5816.0,1902.0,522.0,5829.0,3865.0
180,7127.0,1522.0,13796.0,2645.0,490.0,5800.0,1944.0,529.0,5952.0,3796.0
181,7343.0,1587.0,14028.0,2711.0,510.0,5783.0,1986.0,535.0,6076.0,3727.0
182,1953.0,562.0,2017.0,586.0,178.0,-118.0,370.0,58.0,1082.0,-561.0
183,2169.0,626.0,2249.0,652.0,199.0,-135.0,412.0,64.0,1205.0,-631.0
184,2385.0,690.0,2480.0,718.0,220.0,-151.0,454.0,70.0,1329.0,-700.0
185,2601.0,755.0,2712.0,784.0,241.0,-168.0,496.0,76.0,1453.0,-769.0
186,2817.0,819.0,2944.0,850.0,261.0,-185.0,538.0,83.0,1577.0,-838.0
187,3033.0,883.0,3175.0,916.0,282.0,-201.0,579.0,89.0,1701.0,-907.0
188,3249.0,948.0,3407.0,982.0,303.0,-218.0,621.0,95.0,1824.0,-976.0
189,3465.0,1012.0,3638.0,1049.0,324.0,-235.0,663.0,102.0,1948.0,-1045.0
190,3681.0,1076.0,3870.0,1115.0,345.0,-251.0,705.0,108.0,2072.0,-1114.0
191,3897.0,1141.0,4101.0,1181.0,365.0,-268.0,747.0,114.0,2196.0,-1183.0
192,4113.0,1205.0,4333.0,1247.0,386.0,-285.0,788.0,121.0,2320.0,-1252.0
193,4329.0,1269.0,4565.0,1313.0,407.0,-301.0,830.0,127.0,2443.0,-1321.0
194,4545.0,1333.0,4796.0,1379.0,428.0,-318.0,872.0,133.0,2567.0,-1391.0
195,4761.0,1398.0,5028.0,1445.0,449.0,-335.0,914.0,139.0,2691.0,-1460.0
196,2014.0,582.0,2152.0,608.0,185.0,-124.0,386.0,61.0,1171.0,-590.0
197,2230.0,646.0,2384.0,674.0,206.0,-141.0,427.0,67.0,1295.0,-659.0
198,2446.0,710.0,2615.0,740.0,227.0,-158.0,469.0,73.0,1418.0,-728.0
199,2662.0,775.0,2847.0,806.0,248.0,-174.0,511.0,79.0,1542.0,-797.0
200,2878.0,839.0,3078.0,872.0,269.0,-191.0,553.0,86.0,1666.0,-866.0
201,3094.0,903.0,3310.0,938.0,289.0,-208.0,594.0,92.0,1790.0,-936.0
202,3310.0,968.0,3542.0,1004.0,310.0,-224.0,636.0,98.0,1913.0,-1005.0
203,3526.0,1032.0,3773.0,1070.0,331.0,-241.0,678.0,105.0,2037.0,-1074.0
204,3742.0,1096.0,4005.0,1137.0,352.0,-258.0,720.0,111.0,2161.0,-1143.0
205,3958.0,1160.0,4236.0,1203.0,373.0,-274.0,762.0,117.0,2285.0,-1212.0
206,4174.0,1225.0,4468.0,1269.0,393.0,-291.0,803.0,124.0,2409.0,-1281.0
207,4390.0,1289.0,4699.0,1335.0,414.0,-308.0,845.0,130.0,2532.0,-1350.0
208,4606.0,1353.0,4931.0,1401.0,435.0,-325.0,887.0,136.0,2656.0,-1419.0
209,4822.0,1418.0,5163.0,1467.0,456.0,-341.0,929.0,142.0,2780.0,-1488.0
210,2553.0,659.0,2978.0,746.0,213.0,22.0,521.0,119.0,1744.0,-296.0
211,2769.0,724.0,3209.0,812.0,233.0,6.0,563.0,126.0,1867.0,-365.0
212,2985.0,788.0,3441.0,878.0,254.0,-11.0,604.0,132.0,1991.0,-434.0
213,3201.0,852.0,3673.0,944.0,275.0,-28.0,646.0,138.0,2115.0,-503.0
214,3417.0,917.0,3904.0,1011.0,296.0,-44.0,688.0,145.0,2239.0,-572.0
215,3633.0,981.0,4136.0,1077.0,317.0,-61.0,730.0,151.0,2363.0,-641.0
216,3849.0,1045.0,4367.0,1143.0,337.0,-78.0,771.0,157.0,2486.0,-710.0
217,4065.0,1110.0,4599.0,1209.0,358.0,-94.0,813.0,164.0,2610.0,-779.0
218,4281.0,1174.0,4831.0,1275.0,379.0,-111.0,855.0,170.0,2734.0,-848.0
219,4497.0,1238.0,5062.0,1341.0,400.0,-128.0,897.0,176.0,2858.0,-917.0
220,4713.0,1302.0,5294.0,1407.0,421.0,-144.0,939.0,182.0,2981.0,-987.0
221,4929.0,1367.0,5525.0,1473.0,441.0,-161.0,980.0,189.0,3105.0,-1056.0
222,5145.0,1431.0,5757.0,1539.0,462.0,-178.0,1022.0,195.0,3229.0,-1125.0
223,5361.0,1495.0,5988.0,1605.0,483.0,-194.0,1064.0,201.0,3353.0,-1194.0
224,2825.0,668.0,2378.0,673.0,209.0,-135.0,416.0,66.0,1228.0,-659.0
225,3041.0,732.0,2610.0,739.0,230.0,-152.0,458.0,72.0,1351.0,-728.0
226,3257.0,797.0,2842.0,805.0,251.0,-169.0,500.0,79.0,1475.0,-797.0
227,3473.0,861.0,3073.0,871.0,272.0,-185.0,542.0,85.0,1599.0,-866.0
228,3689.0,925.0,3305.0,937.0,292.0,-202.0,584.0,91.0,1723.0,-935.0
229,3905.0,989.0,3536.0,1004.0,313.0,-219.0,625.0,97.0,1847.0,-1004.0
230,4121.0,1054.0,3768.0,1070.0,334.0,-235.0,667.0,104.0,1970.0,-1073.0
231,4337.0,1118.0,4000.0,1136.0,355.0,-252.0,709.0,110.0,2094.0,-1142.0
232,4553.0,1182.0,4231.0,1202.0,376.0,-269.0,751.0,116.0,2218.0,-1212.0
233,4769.0,1247.0,4463.0,1268.0,396.0,-285.0,792.0,123.0,2342.0,-1281.0
234,4985.0,1311.0,4694.0,1334.0,417.0,-302.0,834.0,129.0,2466.0,-1350.0
235,5201.0,1375.0,4926.0,1400.0,438.0,-319.0,876.0,135.0,2589.0,-1419.0
236,5417.0,1439.0,5157.0,1466.0,459.0,-335.0,918.0,142.0,2713.0,-1488.0
237,5633.0,1504.0,5389.0,1532.0,480.0,-352.0,960.0,148.0,2837.0,-1557.0
238,4242.0,1276.0,31514.0,3400.0,904.0,5040.0,2272.0,1087.0,10974.0,5854.0
239,4458.0,1341.0,31746.0,3466.0,925.0,5023.0,2314.0,1093.0,11097.0,5785.0
240,4674.0,1405.0,31978.0,3532.0,946.0,5006.0,2356.0,1099.0,11221.0,5715.0
241,4890.0,1469.0,32209.0,3598.0,967.0,4989.0,2398.0,1105.0,11345.0,5646.0
242,5106.0,1533.0,32441.0,3664.0,987.0,4973.0,2440.0,1112.0,11469.0,5577.0
243,5322.0,1598.0,32672.0,3730.0,1008.0,4956.0,2481.0,1118.0,11592.0,5508.0
244,5538.0,1662.0,32904.0,3796.0,1029.0,4939.0,2523.0,1124.0,11716.0,5439.0
245,5754.0,1726.0,33136.0,3863.0,1050.0,4923.0,2565.0,1131.0,11840.0,5370.0
246,5970.0,1791.0,33367.0,3929.0,1070.0,4906.0,2607.0,1137.0,11964.0,5301.0
247,6186.0,1855.0,33599.0,3995.0,1091.0,4889.0,2648.0,1143.0,12088.0,5232.0
248,6402.0,1919.0,33830.0,4061.0,1112.0,4873.0,2690.0,1149.0,12211.0,5163.0
249,6618.0,1983.0,34062.0,4127.0,1133.0,4856.0,2732.0,1156.0,12335.0,5094.0
250,6834.0,2048.0,34293.0,4193.0,1154.0,4839.0,2774.0,1162.0,12459.0,5025.0
251,7050.0,2112.0,34525.0,4259.0,1174.0,4823.0,2816.0,1168.0,12583.0,4955.0
252,1966.0,519.0,1880.0,535.0,167.0,-114.0,340.0,54.0,1002.0,-531.0
253,2182.0,584.0,2112.0,601.0,188.0,-131.0,382.0,60.0,1126.0,-600.0
254,2398.0,648.0,2343.0,667.0,209.0,-147.0,424.0,66.0,1250.0,-669.0
255,2614.0,712.0,2575.0,733.0,230.0,-164.0,466.0,73.0,1373.0,-738.0
256,2830.0,777.0,2807.0,799.0,250.0,-181.0,508.0,79.0,1497.0,-808.0
257,3046.0,841.0,3038.0,865.0,271.0,-197.0,549.0,85.0,1621.0,-877.0
258,3262.0,905.0,3270.0,931.0,292.0,-214.0,591.0,92.0,1745.0,-946.0
259,3478.0,970.0,3501.0,997.0,313.0,-231.0,633.0,98.0,1869.0,-1015.0
260,3694.0,1034.0,3733.0,1064.0,334.0,-247.0,675.0,104.0,1992.0,-1084.0
261,3910.0,1098.0,3965.0,1130.0,354.0,-264.0,717.0,111.0,2116.0,-1153.0
262,4126.0,1162.0,4196.0,1196.0,375.0,-281.0,758.0,117.0,2240.0,-1222.0
263,4342.0,1227.0,4428.0,1262.0,396.0,-297.0,800.0,123.0,2364.0,-1291.0
264,4558.0,1291.0,4659.0,1328.0,417.0,-314.0,842.0,129.0,2487.0,-1360.0
265,4775.0,1355.0,4891.0,1394.0,437.0,-331.0,884.0,136.0,2611.0,-1429.0
266,1999.0,586.0,2101.0,603.0,186.0,-137.0,380.0,58.0,1128.0,-610.0
267,2215.0,650.0,2333.0,669.0,206.0,-153.0,422.0,64.0,1251.0,-679.0
268,2431.0,714.0,2564.0,735.0,227.0,-170.0,464.0,70.0,1375.0,-748.0
269,2647.0,778.0,2796.0,801.0,248.0,-187.0,506.0,77.0,1499.0,-817.0
270,2863.0,843.0,3028.0,867.0,269.0,-204.0,547.0,83.0,1623.0,-886.0
271,3079.0,907.0,3259.0,933.0,290.0,-220.0,589.0,89.0,1746.0,-955.0
272,3295.0,971.0,3491.0,999.0,310.0,-237.0,631.0,96.0,1870.0,-1024.0
273,3511.0,1036.0,3722.0,1065.0,331.0,-254.0,673.0,102.0,1994.0,-1093.0
274,3727.0,1100.0,3954.0,1131.0,352.0,-270.0,715.0,108.0,2118.0,-1162.0
275,3943.0,1164.0,4185.0,1197.0,373.0,-287.0,756.0,114.0,2242.0,-1231.0
276,4159.0,1228.0,4417.0,1264.0,393.0,-304.0,798.0,121.0,2365.0,-1300.0
277,4375.0,1293.0,4649.0,1330.0,414.0,-320.0,840.0,127.0,2489.0,-1370.0
278,4591.0,1357.0,4880.0,1396.0,435.0,-337.0,882.0,133.0,2613.0,-1439.0
279,4807.0,1421.0,5112.0,1462.0,456.0,-354.0,924.0,140.0,2737.0,-1508.0
