,G01N,G05B,G06F,G06K,G06N,G06Q,G06T,G10L,H04L,H04N
128,13863.0,2598.0,33553.0,5105.0,448.0,23172.0,7909.0,2636.0,10335.0,43451.0
129,14084.0,2664.0,33807.0,5172.0,468.0,23192.0,7957.0,2644.0,10465.0,43441.0
130,14305.0,2731.0,34061.0,5239.0,487.0,23211.0,8004.0,2652.0,10595.0,43431.0
131,14526.0,2797.0,34315.0,5306.0,507.0,23231.0,8052.0,2660.0,10725.0,43421.0
132,14747.0,2864.0,34570.0,5373.0,527.0,23250.0,8099.0,2668.0,10854.0,43411.0
133,14968.0,2930.0,34824.0,5440.0,546.0,23270.0,8146.0,2676.0,10984.0,43401.0
134,15189.0,2996.0,35078.0,5507.0,566.0,23290.0,8194.0,2684.0,11114.0,43391.0
135,15410.0,3063.0,35332.0,5573.0,586.0,23309.0,8241.0,2692.0,11244.0,43381.0
136,15631.0,3129.0,35586.0,5640.0,605.0,23329.0,8289.0,2700.0,11374.0,43371.0
137,15852.0,3196.0,35840.0,5707.0,625.0,23349.0,8336.0,2708.0,11503.0,43361.0
138,16072.0,3262.0,36095.0,5774.0,645.0,23368.0,8383.0,2716.0,11633.0,43351.0
139,16293.0,3329.0,36349.0,5841.0,664.0,23388.0,8431.0,2724.0,11763.0,43341.0
140,1824.0,539.0,2084.0,551.0,159.0,192.0,385.0,66.0,1063.0,-68.0
141,2044.0,605.0,2338.0,618.0,179.0,211.0,433.0,74.0,1193.0,-78.0
142,2265.0,672.0,2592.0,684.0,198.0,231.0,480.0,82.0,1322.0,-88.0
143,2486.0,738.0,2846.0,751.0,218.0,250.0,528.0,90.0,1452.0,-98.0
144,2707.0,805.0,3100.0,818.0,238.0,270.0,575.0,98.0,1582.0,-108.0
145,2928.0,871.0,3355.0,885.0,257.0,290.0,622.0,106.0,1712.0,-118.0
146,3149.0,938.0,3609.0,952.0,277.0,309.0,670.0,114.0,1841.0,-128.0
147,3370.0,1004.0,3863.0,1019.0,297.0,329.0,717.0,123.0,1971.0,-138.0
148,3591.0,1071.0,4117.0,1086.0,316.0,348.0,765.0,131.0,2101.0,-148.0
149,3812.0,1137.0,4371.0,1153.0,336.0,368.0,812.0,139.0,2231.0,-158.0
150,4033.0,1204.0,4626.0,1219.0,356.0,388.0,859.0,147.0,2360.0,-168.0
151,4253.0,1270.0,4880.0,1286.0,375.0,407.0,907.0,155.0,2490.0,-178.0
152,4474.0,1337.0,5134.0,1353.0,395.0,427.0,954.0,163.0,2620.0,-188.0
153,4695.0,1403.0,5388.0,1420.0,414.0,447.0,1002.0,171.0,2750.0,-198.0
154,3372.0,644.0,2544.0,635.0,184.0,262.0,429.0,81.0,1160.0,7.0
155,3593.0,710.0,2798.0,702.0,204.0,281.0,476.0,89.0,1290.0,-3.0
156,3814.0,777.0,3052.0,769.0,223.0,301.0,524.0,97.0,1420.0,-13.0
157,4035.0,843.0,3307.0,835.0,243.0,321.0,571.0,105.0,1549.0,-23.0
158,4255.0,910.0,3561.0,902.0,263.0,340.0,619.0,113.0,1679.0,-33.0
159,4476.0,976.0,3815.0,969.0,282.0,360.0,666.0,121.0,1809.0,-43.0
160,4697.0,1043.0,4069.0,1036.0,302.0,379.0,713.0,129.0,1939.0,-53.0
161,4918.0,1109.0,4323.0,1103.0,322.0,399.0,761.0,137.0,2068.0,-63.0
162,5139.0,1176.0,4577.0,1170.0,341.0,419.0,808.0,145.0,2198.0,-73.0
163,5360.0,1242.0,4832.0,1237.0,361.0,438.0,856.0,153.0,2328.0,-83.0
164,5581.0,1308.0,5086.0,1304.0,381.0,458.0,903.0,161.0,2458.0,-93.0
165,5802.0,1375.0,5340.0,1371.0,400.0,477.0,950.0,169.0,2588.0,-103.0
166,6023.0,1441.0,5594.0,1437.0,420.0,497.0,998.0,177.0,2717.0,-113.0
167,6244.0,1508.0,5848.0,1504.0,440.0,517.0,1045.0,185.0,2847.0,-123.0
168,4735.0,821.0,11314.0,1944.0,239.0,6488.0,1432.0,485.0,4912.0,5706.0
169,4955.0,887.0,11568.0,2011.0,259.0,6508.0,1479.0,493.0,5041.0,5696.0
170,5176.0,954.0,11822.0,2078.0,278.0,6527.0,1527.0,501.0,5171.0,5686.0
171,5397.0,1020.0,12077.0,2145.0,298.0,6547.0,1574.0,509.0,5301.0,5676.0
172,5618.0,1086.0,12331.0,2212.0,318.0,6567.0,1621.0,517.0,5431.0,5666.0
173,5839.0,1153.0,12585.0,2279.0,337.0,6586.0,1669.0,525.0,5560.0,5656.0
174,6060.0,1219.0,12839.0,2346.0,357.0,6606.0,1716.0,533.0,5690.0,5646.0
175,6281.0,1286.0,13093.0,2413.0,377.0,6625.0,1764.0,541.0,5820.0,5636.0
176,6502.0,1352.0,13347.0,2480.0,396.0,6645.0,1811.0,549.0,5950.0,5626.0
177,6723.0,1419.0,13602.0,2546.0,416.0,6665.0,1858.0,557.0,6080.0,5616.0
178,6944.0,1485.0,13856.0,2613.0,436.0,6684.0,1906.0,566.0,6209.0,5606.0
179,7164.0,1552.0,14110.0,2680.0,455.0,6704.0,1953.0,574.0,6339.0,5596.0
180,7385.0,1618.0,14364.0,2747.0,475.0,6723.0,2001.0,582.0,6469.0,5586.0
181,7606.0,1685.0,14618.0,2814.0,495.0,6743.0,2048.0,590.0,6599.0,5576.0
182,1804.0,522.0,1988.0,536.0,151.0,175.0,378.0,66.0,1018.0,-51.0
183,2025.0,589.0,2242.0,603.0,171.0,194.0,426.0,74.0,1148.0,-61.0
184,2246.0,655.0,2497.0,670.0,191.0,214.0,473.0,82.0,1278.0,-71.0
185,2467.0,722.0,2751.0,736.0,210.0,234.0,520.0,90.0,1408.0,-81.0
186,2688.0,788.0,3005.0,803.0,230.0,253.0,568.0,98.0,1537.0,-91.0
187,2908.0,855.0,3259.0,870.0,250.0,273.0,615.0,106.0,1667.0,-101.0
188,3129.0,921.0,3513.0,937.0,269.0,293.0,663.0,114.0,1797.0,-111.0
189,3350.0,988.0,3768.0,1004.0,289.0,312.0,710.0,122.0,1927.0,-121.0
190,3571.0,1054.0,4022.0,1071.0,309.0,332.0,757.0,130.0,2057.0,-131.0
191,3792.0,1121.0,4276.0,1138.0,328.0,351.0,805.0,138.0,2186.0,-141.0
192,4013.0,1187.0,4530.0,1205.0,348.0,371.0,852.0,146.0,2316.0,-151.0
193,4234.0,1254.0,4784.0,1272.0,368.0,391.0,900.0,154.0,2446.0,-161.0
194,4455.0,1320.0,5038.0,1338.0,387.0,410.0,947.0,162.0,2576.0,-171.0
195,4676.0,1387.0,5293.0,1405.0,407.0,430.0,994.0,171.0,2705.0,-181.0
196,1941.0,566.0,2220.0,582.0,166.0,190.0,411.0,72.0,1149.0,-63.0
197,2162.0,632.0,2474.0,649.0,185.0,209.0,458.0,80.0,1279.0,-73.0
198,2383.0,699.0,2729.0,716.0,205.0,229.0,505.0,88.0,1408.0,-83.0
199,2604.0,765.0,2983.0,783.0,225.0,249.0,553.0,96.0,1538.0,-93.0
200,2825.0,832.0,3237.0,850.0,244.0,268.0,600.0,104.0,1668.0,-103.0
201,3045.0,898.0,3491.0,916.0,264.0,288.0,648.0,113.0,1798.0,-113.0
202,3266.0,965.0,3745.0,983.0,284.0,308.0,695.0,121.0,1927.0,-123.0
203,3487.0,1031.0,4000.0,1050.0,303.0,327.0,742.0,129.0,2057.0,-133.0
204,3708.0,1098.0,4254.0,1117.0,323.0,347.0,790.0,137.0,2187.0,-143.0
205,3929.0,1164.0,4508.0,1184.0,343.0,366.0,837.0,145.0,2317.0,-153.0
206,4150.0,1231.0,4762.0,1251.0,362.0,386.0,885.0,153.0,2447.0,-163.0
207,4371.0,1297.0,5016.0,1318.0,382.0,406.0,932.0,161.0,2576.0,-173.0
208,4592.0,1363.0,5271.0,1385.0,402.0,425.0,979.0,169.0,2706.0,-183.0
209,4813.0,1430.0,5525.0,1452.0,421.0,445.0,1027.0,177.0,2836.0,-193.0
210,2193.0,572.0,2792.0,645.0,171.0,352.0,522.0,119.0,1545.0,317.0
211,2413.0,638.0,3046.0,712.0,190.0,372.0,569.0,127.0,1675.0,307.0
212,2634.0,705.0,3300.0,779.0,210.0,391.0,616.0,135.0,1805.0,297.0
213,2855.0,771.0,3554.0,845.0,230.0,411.0,664.0,144.0,1935.0,287.0
214,3076.0,837.0,3809.0,912.0,249.0,430.0,711.0,152.0,2065.0,277.0
215,3297.0,904.0,4063.0,979.0,269.0,450.0,759.0,160.0,2194.0,267.0
216,3518.0,970.0,4317.0,1046.0,289.0,470.0,806.0,168.0,2324.0,257.0
217,3739.0,1037.0,4571.0,1113.0,308.0,489.0,853.0,176.0,2454.0,247.0
218,3960.0,1103.0,4825.0,1180.0,328.0,509.0,901.0,184.0,2584.0,237.0
219,4181.0,1170.0,5079.0,1247.0,348.0,529.0,948.0,192.0,2713.0,227.0
220,4402.0,1236.0,5334.0,1314.0,367.0,548.0,995.0,200.0,2843.0,217.0
221,4622.0,1303.0,5588.0,1380.0,387.0,568.0,1043.0,208.0,2973.0,207.0
222,4843.0,1369.0,5842.0,1447.0,407.0,587.0,1090.0,216.0,3103.0,197.0
223,5064.0,1436.0,6096.0,1514.0,426.0,607.0,1138.0,224.0,3232.0,187.0
224,2657.0,592.0,2231.0,586.0,171.0,196.0,398.0,71.0,1093.0,-65.0
225,2878.0,659.0,2486.0,652.0,191.0,215.0,446.0,79.0,1223.0,-75.0
226,3099.0,725.0,2740.0,719.0,210.0,235.0,493.0,87.0,1353.0,-85.0
227,3320.0,792.0,2994.0,786.0,230.0,254.0,541.0,96.0,1483.0,-95.0
228,3541.0,858.0,3248.0,853.0,250.0,274.0,588.0,104.0,1612.0,-105.0
229,3762.0,925.0,3502.0,920.0,269.0,294.0,635.0,112.0,1742.0,-115.0
230,3983.0,991.0,3756.0,987.0,289.0,313.0,683.0,120.0,1872.0,-125.0
231,4204.0,1057.0,4011.0,1054.0,309.0,333.0,730.0,128.0,2002.0,-135.0
232,4424.0,1124.0,4265.0,1121.0,328.0,352.0,778.0,136.0,2131.0,-145.0
233,4645.0,1190.0,4519.0,1188.0,348.0,372.0,825.0,144.0,2261.0,-155.0
234,4866.0,1257.0,4773.0,1254.0,368.0,392.0,872.0,152.0,2391.0,-165.0
235,5087.0,1323.0,5027.0,1321.0,387.0,411.0,920.0,160.0,2521.0,-175.0
236,5308.0,1390.0,5282.0,1388.0,407.0,431.0,967.0,168.0,2650.0,-185.0
237,5529.0,1456.0,5536.0,1455.0,427.0,451.0,1015.0,176.0,2780.0,-195.0
238,4412.0,1324.0,31341.0,3443.0,902.0,5173.0,2344.0,1095.0,11146.0,6316.0
239,4632.0,1390.0,31595.0,3510.0,921.0,5193.0,2391.0,1103.0,11276.0,6306.0
240,4853.0,1457.0,31849.0,3577.0,941.0,5212.0,2439.0,1111.0,11406.0,6296.0
241,5074.0,1523.0,32103.0,3644.0,961.0,5232.0,2486.0,1119.0,11535.0,6286.0
242,5295.0,1590.0,32357.0,3710.0,980.0,5251.0,2533.0,1127.0,11665.0,6276.0
243,5516.0,1656.0,32611.0,3777.0,1000.0,5271.0,2581.0,1135.0,11795.0,6266.0
244,5737.0,1723.0,32866.0,3844.0,1020.0,5291.0,2628.0,1143.0,11925.0,6256.0
245,5958.0,1789.0,33120.0,3911.0,1039.0,5310.0,2676.0,1152.0,12054.0,6246.0
246,6179.0,1856.0,33374.0,3978.0,1059.0,5330.0,2723.0,1160.0,12184.0,6236.0
247,6400.0,1922.0,33628.0,4045.0,1079.0,5350.0,2770.0,1168.0,12314.0,6226.0
248,6621.0,1989.0,33882.0,4112.0,1098.0,5369.0,2818.0,1176.0,12444.0,6216.0
249,6841.0,2055.0,34137.0,4179.0,1118.0,5389.0,2865.0,1184.0,12574.0,6206.0
250,7062.0,2122.0,34391.0,4246.0,1138.0,5408.0,2913.0,1192.0,12703.0,6196.0
251,7283.0,2188.0,34645.0,4312.0,1157.0,5428.0,2960.0,1200.0,12833.0,6186.0
252,2122.0,575.0,2205.0,579.0,169.0,185.0,412.0,73.0,1123.0,-72.0
253,2343.0,641.0,2459.0,646.0,189.0,204.0,460.0,81.0,1252.0,-82.0
254,2564.0,708.0,2714.0,713.0,209.0,224.0,507.0,89.0,1382.0,-92.0
255,2785.0,774.0,2968.0,780.0,228.0,243.0,555.0,97.0,1512.0,-102.0
256,3006.0,841.0,3222.0,847.0,248.0,263.0,602.0,105.0,1642.0,-112.0
257,3227.0,907.0,3476.0,914.0,268.0,283.0,649.0,113.0,1772.0,-122.0
258,3448.0,974.0,3730.0,981.0,287.0,302.0,697.0,121.0,1901.0,-132.0
259,3669.0,1040.0,3984.0,1048.0,307.0,322.0,744.0,129.0,2031.0,-142.0
260,3889.0,1107.0,4239.0,1115.0,327.0,342.0,792.0,137.0,2161.0,-152.0
261,4110.0,1173.0,4493.0,1181.0,346.0,361.0,839.0,145.0,2291.0,-162.0
262,4331.0,1240.0,4747.0,1248.0,366.0,381.0,886.0,153.0,2420.0,-172.0
263,4552.0,1306.0,5001.0,1315.0,385.0,400.0,934.0,161.0,2550.0,-182.0
264,4773.0,1372.0,5255.0,1382.0,405.0,420.0,981.0,170.0,2680.0,-192.0
265,4994.0,1439.0,5510.0,1449.0,425.0,440.0,1029.0,178.0,2810.0,-202.0
